Region ID,Region name,objects_total,n_animals,relative_abundance_z,rel_abundance_method,reference_mean,reference_std
25,simple fissure,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
26,"Superior colliculus, motor related, deep gray layer",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
27,Intergeniculate leaflet of the lateral geniculate complex,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
28,"Entorhinal area, lateral part, layer 6a",1,6,-0.0601339146513822,reference,2.4110105580693815,23.46447202463891
29,lateral spinothalamic tract,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
30,"Periventricular hypothalamic nucleus, anterior part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
31,Anterior cingulate area,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
33,"Primary visual area, layer 6a",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
34,intercrural fissure,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
35,Oculomotor nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
36,"Gustatory areas, layer 1",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
37,longitudinal association bundle,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
38,Paraventricular hypothalamic nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
39,"Anterior cingulate area, dorsal part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
41,"posteromedial visual area, layer 2/3",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
42,"Superior colliculus, motor related, deep white layer",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
43,ansoparamedian fissure,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
44,Infralimbic area,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
45,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
46,mammillary related,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
47,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
48,"Anterior cingulate area, ventral part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
49,intraparafloccular fissure,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
